Timestamp,Theta/Alpha,Theta/Beta
2024-11-30 06:34:44,2.26918281309764,1.1825617579069538
2024-11-30 06:34:50,2.1641932627776947,1.4881021455172676
2024-11-30 06:35:23,2.892046688921539,1.6241325547162044
