Timestamp,Theta/Alpha,Theta/Beta
2024-11-29 21:30:51,3.516520658310755,1.8629621673791803
2024-11-29 21:31:03,4.534141514122953,3.3848440579496715
2024-11-29 21:31:14,4.302879735009984,1.1887353934618092
2024-11-29 21:31:25,4.198111384127757,4.625286634680714
2024-11-29 21:31:30,6.807291264245113,4.881484149928983
